grip requested,grip performed,grip timing
1,1,-18.0
1,1,28.0
1,1,-28.0
2,0,nan
1,1,-50.0
2,2,24.0
1,1,-72.0
2,2,-100.0
2,2,-60.0
1,1,14.0
1,1,88.0
1,1,-42.0
2,2,-36.0
2,2,-64.0
1,1,-126.0
1,1,118.0
2,0,nan
2,2,96.0
3,0,nan
2,2,-96.0
1,1,-192.0
3,0,nan
2,0,nan
1,1,-66.0
1,1,82.0
2,1,196.0
2,2,168.0
2,2,-64.0
1,1,10.0
1,1,-358.0
1,1,96.0
1,1,40.0
2,0,nan
1,1,-84.0
2,1,-112.0
1,1,-4.0
2,2,-134.0
2,2,-162.0
1,1,-190.0
1,1,190.0
2,0,nan
1,1,-36.0
1,1,-302.0
