grip requested,grip performed,grip timing
1,1,-20.0
1,1,26.0
1,1,-29.0
2,2,-91.0
1,1,-85.0
2,1,-11.0
1,1,-39.0
2,0,nan
2,2,-61.0
1,1,-21.0
1,1,19.0
1,1,-43.0
2,2,31.0
2,2,37.0
1,1,-93.0
1,1,-121.0
2,2,-217.0
2,0,nan
3,0,nan
2,2,-300.0
1,1,12.0
3,0,nan
2,2,-38.0
1,1,-168.0
1,1,14.0
2,2,-144.0
2,2,-36.0
2,0,nan
1,1,44.0
1,1,-120.0
1,1,-175.0
1,1,75.0
2,1,149.0
1,1,-117.0
2,1,-179.0
1,1,31.0
2,2,71.0
2,2,111.0
1,1,-189.0
1,1,21.0
2,0,nan
1,1,-1.0
1,1,-199.0
