grip requested,grip performed,grip timing
1,1,-52.0
1,1,-6.0
1,1,-62.0
2,2,12.0
1,1,-118.0
2,2,58.0
1,1,-174.0
2,2,-66.0
2,2,-94.0
1,1,-54.0
1,1,-81.0
1,1,-75.0
2,2,-69.0
2,2,-63.0
1,1,-193.0
1,1,-17.0
2,2,57.0
2,2,-5.0
3,0,nan
2,2,41.0
1,1,-89.0
3,3,-77.0
2,2,-105.0
1,1,-65.0
1,1,-87.0
2,2,-109.0
2,2,-171.0
2,2,-97.0
1,1,-57.0
1,1,-119.0
1,1,-174.0
1,1,-94.0
2,2,-20.0
1,1,-48.0
2,2,-110.0
1,1,-36.0
2,2,-30.0
2,2,-126.0
1,1,-120.0
1,1,-80.0
2,2,-74.0
1,1,-102.0
1,1,-198.0
