grip requested,grip performed,grip timing
1,1,62.0
1,1,-28.0
1,1,-50.0
2,2,-77.0
1,1,-37.0
2,2,37.0
1,1,-161.0
2,2,-87.0
2,2,-13.0
1,1,-75.0
1,1,-103.0
1,1,-131.0
2,2,-91.0
2,2,-187.0
1,1,-181.0
1,1,-73.0
2,2,-101.0
2,2,-95.0
3,3,13.0
2,2,-83.0
1,1,93.0
3,3,-65.0
2,2,-93.0
1,1,-121.0
1,1,-75.0
2,2,73.0
2,2,-56.0
2,2,-16.0
1,1,-112.0
1,1,-72.0
1,1,-60.0
1,1,-47.0
2,2,-143.0
1,1,-171.0
2,2,-164.0
1,1,-158.0
2,2,-152.0
2,2,-146.0
1,1,-72.0
1,1,-100.0
2,2,-60.0
1,1,-88.0
1,1,-150.0
