grip requested,grip performed,grip timing
1,1,-60.0
1,1,-14.0
1,1,33.0
2,0,nan
1,1,-193.0
2,2,-85.0
1,1,57.0
2,2,-243.0
2,2,-305.0
1,1,-27.0
1,1,13.0
1,1,-15.0
2,2,-111.0
2,2,-67.0
1,1,-129.0
1,1,-89.0
2,2,-117.0
2,2,-77.0
3,0,nan
2,2,-65.0
1,1,-127.0
3,0,nan
2,2,61.0
1,0,nan
1,1,-125.0
2,2,-45.0
2,2,-107.0
2,2,-101.0
1,0,nan
1,1,116.0
1,1,-40.0
1,1,40.0
2,2,-22.0
1,1,19.0
2,2,-77.0
1,1,-105.0
2,2,-201.0
2,2,9.0
1,1,-155.0
1,0,nan
2,2,-75.0
1,1,-205.0
1,1,-97.0
