grip requested,grip performed,grip timing
1,1,-217.0
1,1,0.0
1,1,12.0
2,2,120.0
1,1,-10.0
2,2,98.0
1,1,-66.0
2,2,43.0
2,2,-121.0
1,1,-47.0
1,1,-41.0
1,1,33.0
2,2,39.0
2,2,-57.0
1,1,-51.0
1,1,-11.0
2,2,30.0
2,2,172.0
3,3,-26.0
2,2,48.0
1,1,-150.0
3,0,nan
2,0,nan
1,1,-92.0
1,1,22.0
2,2,-33.0
2,2,177.0
2,2,13.0
1,1,53.0
1,1,25.0
1,1,-65.0
1,1,-18.0
2,2,-12.0
1,1,-6.0
2,2,-68.0
1,1,-28.0
2,2,-90.0
2,2,-16.0
1,1,-146.0
1,0,nan
2,2,-100.0
1,1,-128.0
1,1,-54.0
