grip requested,grip performed,grip timing
1,1,-25.0
1,1,-13.0
1,1,-103.0
2,2,-165.0
1,1,-91.0
2,2,-51.0
1,1,-113.0
2,0,nan
2,2,-203.0
1,1,-27.0
1,1,-157.0
1,1,-151.0
2,2,-77.0
2,2,-71.0
1,1,-65.0
1,1,-93.0
2,2,15.0
2,2,-149.0
3,0,nan
2,2,-103.0
1,1,-97.0
3,3,-85.0
2,2,-79.0
1,1,-141.0
1,1,41.0
2,2,-83.0
2,2,-145.0
2,2,-105.0
1,1,-65.0
1,1,-93.0
1,1,-115.0
1,1,-205.0
2,2,73.0
1,1,-23.0
2,2,17.0
1,1,-11.0
2,2,-107.0
2,2,-135.0
1,1,-129.0
1,1,-89.0
2,2,-15.0
1,1,-145.0
1,1,-105.0
