grip requested,grip performed,grip timing
1,1,-39.0
1,1,-95.0
1,1,-15.0
2,2,25.0
1,1,-105.0
2,2,-31.0
1,1,-229.0
2,2,49.0
2,2,-47.0
1,1,-143.0
1,1,-35.0
1,1,-29.0
2,2,11.0
2,2,17.0
1,1,-11.0
1,1,97.0
2,2,1.0
2,2,41.0
3,0,nan
2,2,87.0
1,1,127.0
3,0,nan
2,2,-25.0
1,1,15.0
1,1,-75.0
2,2,39.0
2,2,-23.0
2,2,17.0
1,1,-113.0
1,1,-107.0
1,1,-61.0
1,1,-151.0
2,2,93.0
1,1,-71.0
2,2,-65.0
1,1,-161.0
2,2,-121.0
2,2,-149.0
1,1,-176.0
1,1,-238.0
2,2,-96.0
1,1,-158.0
1,1,-16.0
