grip requested,grip performed,grip timing
1,1,68.0
1,1,-22.0
1,1,58.0
2,2,64.0
1,1,-32.0
2,2,8.0
1,1,-54.0
2,2,88.0
2,2,-76.0
1,1,-36.0
1,1,-132.0
1,1,-92.0
2,2,16.0
2,2,-114.0
1,1,-74.0
1,1,-68.0
2,2,-62.0
2,2,-158.0
3,3,-84.0
2,2,-112.0
1,1,-4.0
3,3,-94.0
2,2,-54.0
1,1,-150.0
1,1,-36.0
2,2,44.0
2,2,16.0
2,2,-45.0
1,1,63.0
1,1,-33.0
1,1,-21.0
1,1,-42.0
2,2,-36.0
1,1,-98.0
2,2,-23.0
1,1,-14.0
2,2,-8.0
2,2,-104.0
1,1,-98.0
1,1,-92.0
2,2,-18.0
1,1,-46.0
1,1,-74.0
