grip requested,grip performed,grip timing
1,1,77.0
1,1,21.0
1,1,-69.0
2,2,-29.0
1,1,-23.0
2,2,-51.0
1,1,-215.0
2,2,-107.0
2,2,-101.0
1,1,-27.0
1,1,-123.0
1,1,-83.0
2,2,-77.0
2,2,-71.0
1,1,37.0
1,1,-127.0
2,2,-53.0
2,2,-115.0
3,3,-74.0
2,2,0.0
1,1,-164.0
3,3,-50.0
2,2,-78.0
1,1,-208.0
1,1,-128.0
2,2,-82.0
2,2,-8.0
2,2,66.0
1,1,-30.0
1,1,-57.0
1,1,-181.0
1,1,-67.0
2,2,-129.0
1,1,-123.0
2,2,-83.0
1,1,-111.0
2,2,-139.0
2,2,-167.0
1,1,-59.0
1,1,-53.0
2,2,-13.0
1,1,-245.0
1,0,nan
