grip requested,grip performed,grip timing
1,1,-58.0
1,1,-11.0
1,1,-67.0
2,2,-27.0
1,1,-191.0
2,2,-83.0
1,1,-179.0
2,2,-71.0
2,2,-133.0
1,1,-161.0
1,1,-155.0
1,1,-115.0
2,2,27.0
2,2,-35.0
1,1,-131.0
1,1,-125.0
2,2,-51.0
2,2,-45.0
3,0,nan
2,2,1.0
1,1,-61.0
3,3,-49.0
2,2,-43.0
1,1,-139.0
1,1,43.0
2,2,56.0
2,2,-108.0
2,2,-102.0
1,1,-96.0
1,1,46.0
1,1,-9.0
1,1,-31.0
2,2,9.0
1,1,-53.0
2,2,21.0
1,1,-75.0
2,2,-69.0
2,2,-199.0
1,1,-125.0
1,1,-17.0
2,2,-113.0
1,1,-209.0
1,1,137.0
