grip requested,grip performed,grip timing
1,1,-78.0
1,1,-100.0
1,1,-190.0
2,2,190.0
1,1,-178.0
2,2,-2.0
1,1,-132.0
2,0,nan
2,2,-18.0
1,1,-80.0
1,1,-210.0
1,1,-170.0
2,0,nan
2,2,46.0
1,1,-50.0
1,1,-44.0
2,0,nan
2,2,-100.0
3,0,nan
2,1,-54.0
1,1,54.0
3,2,33.0
2,2,39.0
1,1,45.0
1,1,-11.0
2,2,172.0
2,2,-94.0
2,2,152.0
1,1,-114.0
1,1,-40.0
1,1,-164.0
1,1,-50.0
2,2,194.0
1,1,-72.0
2,2,-236.0
1,1,-162.0
2,2,184.0
2,2,20.0
1,1,60.0
1,1,-172.0
2,0,nan
1,1,-58.0
1,1,-52.0
