grip requested,grip performed,grip timing
1,1,-67.0
1,1,-55.0
1,1,-77.0
2,2,-3.0
1,1,3.0
2,2,-93.0
1,1,-121.0
2,2,21.0
2,2,-143.0
1,1,-103.0
1,1,-97.0
1,1,-91.0
2,2,-85.0
2,2,23.0
1,1,-107.0
1,1,-135.0
2,2,-60.0
2,2,82.0
3,3,-14.0
2,0,nan
1,1,-70.0
3,3,146.0
2,2,-18.0
1,1,-148.0
1,1,34.0
2,2,115.0
2,2,-49.0
2,2,-43.0
1,1,-37.0
1,1,37.0
1,1,-19.0
1,1,27.0
2,2,67.0
1,1,73.0
2,0,nan
1,1,-117.0
2,2,-145.0
2,2,-139.0
1,1,-65.0
1,1,-161.0
2,2,-53.0
1,1,-115.0
1,1,-143.0
