grip requested,grip performed,grip timing
1,1,-114.0
1,1,-33.0
1,1,-21.0
2,2,-117.0
1,1,-77.0
2,2,-105.0
1,1,37.0
2,2,-93.0
2,2,-19.0
1,1,-115.0
1,1,27.0
1,0,nan
2,2,5.0
2,2,-193.0
1,1,-153.0
1,1,-113.0
2,2,-141.0
2,2,-67.0
3,3,109.0
2,2,-157.0
1,1,-151.0
3,3,-207.0
2,2,37.0
1,1,-161.0
1,1,-183.0
2,2,-69.0
2,2,-97.0
2,2,-91.0
1,1,-119.0
1,0,nan
1,1,-169.0
1,1,-89.0
2,2,-83.0
1,1,93.0
2,2,-139.0
1,1,-65.0
2,2,-161.0
2,2,-53.0
1,0,nan
1,1,-75.0
2,2,-69.0
1,1,-131.0
1,1,45.0
