grip requested,grip performed,grip timing
1,1,-50.0
1,0,nan
1,1,-161.0
2,2,-19.0
1,1,-149.0
2,0,nan
1,1,-69.0
2,2,-29.0
2,2,-23.0
1,1,-17.0
1,1,-113.0
1,1,-5.0
2,2,-67.0
2,2,-61.0
1,1,-157.0
1,1,-151.0
2,2,-43.0
2,2,31.0
3,0,nan
2,2,-59.0
1,1,49.0
3,0,nan
2,2,-137.0
1,1,-233.0
1,1,-153.0
2,0,nan
2,2,69.0
2,2,-163.0
1,1,-157.0
1,1,-117.0
1,1,-207.0
1,1,-127.0
2,0,nan
1,1,-81.0
2,0,nan
1,1,-171.0
2,2,-131.0
2,0,nan
1,1,-187.0
1,1,-113.0
2,0,nan
1,1,-135.0
1,1,7.0
