grip requested,grip performed,grip timing
1,1,-49.0
1,1,31.0
1,1,111.0
2,2,-155.0
1,1,-81.0
2,2,-279.0
1,1,-137.0
2,2,-131.0
2,2,147.0
1,1,-153.0
1,1,193.0
1,1,-141.0
2,2,-135.0
2,2,-95.0
1,1,-89.0
1,1,53.0
2,2,-247.0
2,2,-139.0
3,3,-65.0
2,2,111.0
1,1,-53.0
3,3,-109.0
2,2,-137.0
1,1,-29.0
1,1,17.0
2,2,-5.0
2,2,-135.0
2,2,41.0
1,1,47.0
1,1,-49.0
1,1,-105.0
1,1,-93.0
2,2,-155.0
1,1,-13.0
2,2,-109.0
1,1,-35.0
2,2,-165.0
2,2,-57.0
1,1,-17.0
1,1,57.0
2,0,nan
1,1,1.0
1,1,7.0
