grip requested,grip performed,grip timing
1,1,-13.0
1,1,-205.0
1,1,147.0
2,0,nan
1,1,-11.0
2,2,-5.0
1,1,-203.0
2,2,-129.0
2,2,-123.0
1,1,-151.0
1,1,-281.0
1,1,31.0
2,2,3.0
2,2,-25.0
1,1,49.0
1,1,-319.0
2,2,-41.0
2,2,-171.0
3,3,73.0
2,2,-125.0
1,1,119.0
3,3,97.0
2,2,-67.0
1,1,-163.0
1,1,19.0
2,2,-105.0
2,2,-65.0
2,2,9.0
1,1,16.0
1,1,-250.0
1,1,-204.0
1,1,114.0
2,0,nan
1,1,-180.0
2,2,-4.0
1,1,-202.0
2,2,-196.0
2,2,-156.0
1,1,20.0
1,1,-178.0
2,2,-104.0
1,1,38.0
1,1,-160.0
