grip requested,grip performed,grip timing
1,1,-80.0
1,1,-34.0
1,1,-192.0
2,2,120.0
1,1,-146.0
2,3,49.0
1,1,-115.0
2,2,-143.0
2,2,-69.0
1,1,-199.0
1,1,-57.0
1,1,-153.0
2,2,-147.0
2,2,-175.0
1,1,-203.0
1,1,-163.0
2,2,47.0
2,2,-117.0
3,3,-179.0
2,2,-105.0
1,1,-133.0
3,3,-223.0
2,2,157.0
1,1,-142.0
1,1,-62.0
2,2,-152.0
2,2,-180.0
2,2,-106.0
1,1,-168.0
1,1,-94.0
1,1,-184.0
1,1,-104.0
2,2,-132.0
1,1,-125.0
2,2,-187.0
1,1,-11.0
2,2,-175.0
2,2,-203.0
1,1,-61.0
1,1,-191.0
2,2,-151.0
1,1,-145.0
1,1,-139.0
