grip requested,grip performed,grip timing
1,1,71.0
1,1,-155.0
1,1,-177.0
2,0,nan
1,1,-29.0
2,0,nan
1,1,-187.0
2,2,-147.0
2,2,-5.0
1,1,-203.0
1,1,41.0
1,1,-55.0
2,2,-355.0
2,2,-213.0
1,0,nan
1,1,-235.0
2,0,nan
2,2,-53.0
3,3,-81.0
2,2,129.0
1,1,-103.0
3,3,-261.0
2,2,-255.0
1,0,nan
1,1,-203.0
2,2,-225.0
2,2,19.0
2,2,-144.0
1,1,-205.0
1,1,-165.0
1,1,187.0
1,1,-140.0
2,0,nan
1,1,-128.0
2,0,nan
1,1,54.0
2,2,-110.0
2,2,-138.0
1,1,-200.0
1,1,-228.0
2,2,84.0
1,1,-148.0
1,1,-142.0
