grip requested,grip performed,grip timing
1,1,140.0
1,1,-120.0
1,1,-74.0
4,0,nan
1,1,-130.0
4,0,nan
1,1,86.0
4,0,nan
3,0,nan
1,1,-133.0
1,1,-161.0
1,1,-155.0
3,3,-13.0
2,2,-347.0
1,1,-35.0
1,1,-199.0
3,3,-193.0
2,2,-51.0
5,3,-147.0
4,0,nan
2,2,-203.0
5,0,nan
4,0,nan
2,2,-43.0
1,1,-131.0
4,0,nan
4,0,nan
4,3,-5.0
2,2,-135.0
1,1,143.0
1,1,-117.0
1,1,-3.0
4,0,nan
1,1,-195.0
4,0,nan
1,1,157.0
4,0,nan
3,0,nan
1,1,-62.0
1,1,-124.0
2,2,154.0
1,0,nan
1,1,132.0
