grip requested,grip performed,grip timing
1,1,44.0
1,1,22.0
1,1,-68.0
2,2,-28.0
1,1,-124.0
2,2,-186.0
1,1,-112.0
2,2,200.0
2,2,-202.0
1,1,110.0
1,1,-122.0
1,1,-82.0
2,2,-76.0
2,2,-206.0
1,1,4.0
1,1,-126.0
2,2,-120.0
2,2,-12.0
3,3,62.0
2,2,-136.0
1,1,-62.0
3,0,nan
2,2,-111.0
1,1,-37.0
1,0,nan
2,2,-13.0
2,2,129.0
2,2,-69.0
1,0,nan
1,1,-56.0
1,1,-10.0
1,1,-32.0
2,2,144.0
1,1,-20.0
2,2,20.0
1,1,-42.0
2,2,32.0
2,2,-166.0
1,1,-24.0
1,1,-120.0
2,2,22.0
1,1,-74.0
1,1,-34.0
